id,title,text,source
wiki_63033051,International Network Working Group,The International Network Working Group (INWG) was a group of prominent computer science researchers in the 1970s who studied and developed standards and,Wikipedia
wiki_1933660,Network tap,"device that provides a way to access the data flowing across a computer network. The network tap has (at least) three ports: an A port, a B port, and a monitor",Wikipedia
wiki_24389298,Wireless LAN controller,A wireless LAN controller (WLC) is a network device used to manage wireless access points in a computer network. WLCs are connected to routers and allow,Wikipedia
wiki_16438,JANET,"Education Network in Europe by volume of data carried. Previously, Janet was a private, UK-government funded organisation, which provided the JANET computer network",Wikipedia
wiki_1733505,Network-centric warfare,"information technology, into a competitive advantage through the computer networking of dispersed forces. It was pioneered by the United States Department",Wikipedia
wiki_2839690,Television station,common ownership or affiliation are known as a TV network and an individual station within the network is referred to as owned-and-operated or affiliate,Wikipedia
wiki_1966111,Telephone network,"advent of computers, sophisticated communication devices, and via dial-up internet. There are a number of types of telephone network: Landline network Telephones",Wikipedia
wiki_424617,Onion routing,"routing is a technique for anonymous communication over a computer network. In an onion network, messages are encapsulated in layers of encryption, analogous",Wikipedia
wiki_32146,Uniform Resource Identifier,"the Internet, or any computer network. URIs which provide a means of locating and retrieving information resources on a network (like the Internet, an",Wikipedia
wiki_49373,Grid computing,"relies on complete computers (with onboard CPUs, storage, power supplies, network interfaces, etc.) connected to a computer network (private or public)",Wikipedia
wiki_216792,Vampire tap,"tap) is a device for physically connecting a station, typically a computer, to a network that used 10BASE5 cabling. This device clamped onto and &quot;bit&quot; into",Wikipedia
wiki_18588994,Usenet,"Usenet (/ˈjuːznɛt/), short for User&#039;s Network, is a worldwide distributed discussion system available on computers. It was developed from the general-purpose",Wikipedia
wiki_8728576,Sybil attack,A Sybil attack is a type of attack on a computer network service in which an attacker subverts the service&#039;s reputation system by creating a large number,Wikipedia
wiki_5078383,Black hole (networking),real-time. DNSBLs are most often used to publish the addresses of computers or networks linked to spamming; most mail server software can be configured,Wikipedia
wiki_2832610,Municipal wireless network,A municipal wireless network is a citywide wireless network. This usually works by providing municipal broadband via Wi-Fi to large parts or all of a municipal,Wikipedia
wiki_325726,Social network analysis,interaction in networked learning and computer-supported collaborative learning: A role for Social Network Analysis&quot;. International Journal of Computer-Supported,Wikipedia
wiki_14757686,Network Systems Corporation,"Network Systems Corporation (NSC) was an early manufacturer of high-performance computer networking products. Founded in 1974, NSC produced hardware products",Wikipedia
wiki_2760935,NABU Network,The NABU Network (Natural Access to Bi-directional Utilities) was an early home computer system which was linked to a precursor of the World Wide Web,Wikipedia
wiki_12808,GSM,"to describe the protocols for second-generation (2G) digital cellular networks, as used by mobile devices such as mobile phones and mobile broadband modems",Wikipedia
wiki_11090929,TechNet (computer network),Augusta was established in 1991 as a closed research and development computer network for academics at the National University of Singapore (NUS). It was,Wikipedia
wiki_2428,Analog computer,"An analog computer or analogue computer is a type of computation machine (computer) that uses physical phenomena such as electrical, mechanical, or hydraulic",Wikipedia
